recording date,grid position,session ID,trellis filenumber,mat filename,iontophoresis,voltage,isolation quality,plx file range,included trials,electode broken?,comment/electrode,general comment,included to analysis ?,excluded due to electordes,
,,,5,ka_0126_17.32.grating.CO.mat,control,,"c1=1, c2=2",,,,,,,,
,,,6,ka_0126_17.33.grating.CO.mat,5HT_20nA,0.2,"c1=1, c2=2",,,,,,,,
,,,7,ka_0126_17.34.grating.CO.mat,control,,"c1=1, c2=2",,,,,,,,
,,,9,ka_0126_17.35.grating.TF.mat,control,,"c1=1, c2=4",,,,,,,,
,,,10,ka_0126_17.37.grating.CO.mat,control,,"c1=1, c2=3",,,,,,,,
,,,11,ka_0126_17.38.grating.CO.mat,control,,"c1=1, c2=3",,,,,,,,
,,,12,ka_0126_17.40.grating.CO.mat,control,,"c1=1, c2=3",,,,,,,,
,,,13,ka_0126_17.41.grating.CO.mat,control,,"c1=1, c2=3",,,,,,,,
,,,14,ka_0126_17.43.grating.CO.mat,control,,"c1=1, c2=3",,,,,monkey had to be manually rewarded to keep him working,,,
,,,15,ka_0126_17.46.grating.CO.mat,control,,"c1=1, c2=3",,,,,,,,
,,,16,ka_0126_17.47.grating.CO.mat,control,,"c1=1, c2=3",,,,,,,,
,,,17,ka_0126_17.52.grating.CO.mat,control,,"c1=1, c2=2",,,,,,,,
,,,18,ka_0126_17.55.grating.CO.mat,control,,"c1=1, c2=2",,,,,,,,
,,,19,ka_0126_17.57.grating.CO.mat,control,,"c1=1, c2=3",,,,,,,,
,,,21,ka_0126_18.02.grating.CO.mat,control,,"c1=1, c2=2",,,,,,,,
08/27/16,"1,+1",127,1,ka_0127_13.35.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0127_13.36.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0127_13.37.grating.ORxM.mat,control,,1,,,,,,,,
,,,4,ka_0127_13.40.grating.SF.mat,control,,1,,,,,,,,
,,,5,ka_0127_13.40.grating.CO.mat,control,,1,,,,,,,,
,,,6,ka_0127_13.42.grating.CO.mat,control,,1,,,,,,,,
,,,7,ka_0127_13.43.grating.CO.mat,NaCl_10nA,-0.1,1,,,,,,,,
,,,8,ka_0127_13.44.grating.CO.mat,control,,1,,,,,,,,
,,,9,ka_0127_13.45.grating.CO.mat,NaCl_20nA,0,1,,,,,,,,
,,,10,ka_0127_13.46.grating.CO.mat,control,,1,,,,,,,,
,,,11,ka_0127_13.47.grating.CO.mat,5HT_15nA,,1,,,,,,,,
,,,12,ka_0127_13.49.grating.CO.mat,control,0.1V,1,,,,,,,,
,,,14,ka_0127_13.50.grating.TF.mat,control,,1,,,,,,,,
,,,15,ka_0127_13.52.grating.CO.mat,control,,1,,,,,monkey had a hard time to fixate,,,
,,,16,ka_0127_13.53.grating.CO.mat,control,,1,,,,,,,,
,,,17,ka_0127_13.54.grating.CO.mat,control,,1,,,,,,,,
,,,18,ka_0127_13.56.grating.CO.mat,control,,1,,,,,,,,
,,,19,ka_0127_13.58.grating.CO.mat,5HT_20nA,0.3 V,1,,,,,monkey was looking around,,,
,,,20,ka_0127_13.59.grating.CO.mat,5HT_20nA,0.3V,1,,,,,,,,
,,,21,ka_0127_14.00.grating.CO.mat,control,,1,,,,,,,,
,,,22,ka_0127_14.01.grating.TF.mat,control,,1,,,,,,,,
,,,23,ka_0127_14.03.grating.CO.mat,control,,1,,,,,,,,
,,,24,ka_0127_14.04.grating.CO.mat,control,,1,,,,,,,,
,,,27,ka_0127_14.09.grating.ORxCOxRC.mat,control,,2,,,,,monkey had to be manually rewarded to keep him working,,,
,,,28,ka_0127_14.19.grating.ORxCOxRC.mat,5HT_10nA,0V,2.5,,,,,,,,
08/28/16,"-3,-1",128,1,ka_0128_13.19.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0128_13.19.grating.YPos.mat,,,3,,,,,,,,
,,,3,ka_0128_13.28.grating.XPos.mat,,,1,,,,,,,,
,,,4,ka_0128_13.29.grating.YPos.mat,,,2,,,,,,,,
,,,5,ka_0128_13.30.grating.ORxM.mat,control,,2.5,,,,,,,,
,,,6,ka_0128_13.33.grating.CO.mat,control,,2,,,,,,,,
,,,7,ka_0128_13.34.grating.CO.mat,5HT_10nA,0.4,2.5,,,,,,,,
,,,8,ka_0128_13.35.grating.CO.mat,control,,2,,,,,,,,
,,,9,ka_0128_13.38.grating.CO.mat,control,,3,,,,,,,,
,,,10,ka_0128_13.40.grating.CO.mat,control,,3.5,,,,,,,,
,,129,1,ka_0129_13.48.grating.XPos.mat,,,3,,,no,,,,,
,,,2,ka_0129_13.49.grating.XPos.mat,,,4,,,,,,,,
,,,3,ka_0129_13.54.grating.ORxM.mat,control,,2,,,,,,,,
,,,4,ka_0129_13.57.grating.CO.mat,control,,2,,,,,,,,
,,,5,ka_0129_13.58.grating.CO.mat,control,,2.5,,,,,,,,
,,,6,ka_0129_13.59.grating.CO.mat,5HT_10nA,,2,,,,,,,,
,,,7,ka_0129_14.00.grating.CO.mat,control,,2,,,,,,,,
,,,8,ka_0129_14.02.grating.ORxCOxRC.mat,control,,3.5,,,,,,,,
,,,9,ka_0129_14.11.grating.ORxCOxRC.mat,5HT_5nA,0.2,3.5,,,,,,,,
,,,10,ka_0129_14.28.grating.ORxCOxRC.mat,5HT_5nA,0.2,2,,,,,,,,
08/30/16,"4,-4",130,2,ka_0130_11.30.grating.XPos.mat,,,1,,,no,,,,,
,,,3,ka_0130_11.31.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0130_11.31.grating.YPos.mat,,,2,,,,,,,,
,,,5,ka_0130_11.35.grating.SF.mat,,,2,,,,,,,,
,,,6,ka_0130_11.36.grating.SZ.mat,control,,1,,,,,,,,
,,,7,ka_0130_11.37.grating.SZ.mat,5HT_10nA,0.2,1,,,,,,,,
,,,8,ka_0130_11.38.grating.SZ.mat,control,,1,,,,,,,,
,,,9,ka_0130_11.40.grating.SZ.mat,control,,1,,,,,,,,
,,131,1,ka_0131_11.54.grating.XPos.mat,,,3,,,no,,,,,
,,,2,ka_0131_11.55.grating.ORxM.mat,,,3,,,,,,,,
,,,3,ka_0131_11.55.grating.YPos.mat,,,3.5,,,,,,,,
,,,4,ka_0131_12.00.grating.SF.mat,,,2,,,,,,,,
,,,5,ka_0131_12.01.grating.SZ.mat,control,,1.5,,,,,,,,
,,,6,ka_0131_12.03.grating.SZ.mat,5HT_15nA,0.3,3,,,,,,,,
,,,7,ka_0131_12.05.grating.SZ.mat,control,,2,,,,,,,,
,,,8,ka_0131_12.07.grating.TF.mat,control,,2,,,,,,,,
,,,9,ka_0131_12.09.grating.SZ.mat,control,,2,,,,,,,,
,,,10,ka_0131_12.10.grating.SZ.mat,control,,1,,,,,,,,
,,,11,ka_0131_12.12.grating.SZ.mat,NaCl_15nA,0,3,,,,,,,,
,,,12,ka_0131_12.14.grating.SZ.mat,control,,1,,,,,,,,
,,,14,ka_0131_12.17.grating.ORxRC.mat,control,,1,,,,,,,,
,,,15,ka_0131_12.22.grating.ORxRC.mat,5HT_10nA,0.2,1,,,,,,,,
,,,16,ka_0131_12.30.grating.ORxRC.mat,control,,2,,,,,,,,
,,,17,ka_0131_12.36.grating.ORxRC.mat,NaCl_15nA,0,2.5,,,,,monkey manually rewarded, hard time to fixate,,,
08/31/16,"6,+2",132,1,ka_0132_11.06.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0132_11.06.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0132_11.07.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0132_11.10.grating.SF.mat,,,2.5,,,,,,,,
,,133,3,ka_0133_12.01.grating.XPos.mat,,,1,,,no,,,,,
,,,4,ka_0133_12.02.grating.YPos.mat,,,1,,,,,,,,
,,,5,ka_0133_12.03.grating.ORxM.mat,control,,1,,,,,,,,
,,,6,ka_0133_12.05.grating.SF.mat,control,,1,,,,,,,,
,,,8,ka_0133_12.07.grating.CO.mat,control,,1,,,,,,,,
,,,9,ka_0133_12.08.grating.CO.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,10,ka_0133_12.09.grating.CO.mat,control,,1,,,,,,,,
,,,11,ka_0133_12.10.grating.CO.mat,5HT_10nA,0.5,1,,,,,,,,
,,,12,ka_0133_12.11.grating.CO.mat,control,,1,,,,,,,,
,,,13,ka_0133_12.13.grating.CO.mat,control,,1,,,,,,,,
,,,14,ka_0133_12.14.grating.CO.mat,control,,1,,,,,,,,
,,,15,ka_0133_12.15.grating.CO.mat,5HT_20nA,0.7,1,,,,,,,,
,,,16,ka_0133_12.16.grating.CO.mat,control,,1,,,,,,,,
,,,17,ka_0133_12.17.grating.CO.mat,5HT_30nA,1,1,,,,,,,,
,,,18,ka_0133_12.18.grating.CO.mat,control,,1,,,,,,,,
,,,19,ka_0133_12.19.grating.CO.mat,control,,1,,,,,,,,
,,,20,ka_0133_12.21.grating.CO.mat,NaCl_30nA,0.6,1,,,,,,,,
,,,21,ka_0133_12.22.grating.CO.mat,control,,1,,,,,,,,
,,,23,ka_0133_12.23.grating.ORxRC.mat,control,,2,,,,,,,,
,,,24,ka_0133_12.29.grating.ORxRC.mat,5HT_5nA,0.2,2,,,,,,,,
,,134,1,ka_0134_12.44.grating.ORxM.mat,control,,1,,,no,,"looks like unit 0133, monkey was really inpatient, maybe exclude this data",,,
,,,2,ka_0134_12.48.grating.SZ.mat,control,,2,,,,,,,,
,,,3,ka_0134_12.50.grating.SZ.mat,5HT_20nA,0.6,2,,,,,,,,
,,,5,ka_0134_12.55.grating.ORxM.mat,control,,1,,,,,,,,
,,,6,ka_0134_12.58.grating.SF.mat,control,,1,,,,,,,,
,,,7,ka_0134_12.59.grating.ORxRC.mat,control,,2,0-200,,,,,,,
09.02.2016,"-2, +3",135,2,ka_0135_10.49.grating.XPos.mat,,,1,,,yes,150 um on 5HT side,"voltage for 5HT_ negative value, monkey was unpatient from beginning",,,
,,,3,ka_0135_10.50.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0135_10.50.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0135_10.53.grating.SF.mat,,,1,,,,,,,,
,,,6,ka_0135_10.54.grating.CO.mat,,,1,,,,,,,,
,,,7,ka_0135_10.55.grating.SZ.mat,,,1,,,,,,,,
,,,8,ka_0135_10.57.grating.CO.mat,control,,1,,,,,,,,
,,,9,ka_0135_10.58.grating.CO.mat,NaCl_10nA,0,1,,,,,,,,
,,,10,ka_0135_11.00.grating.CO.mat,control,,1,,,,,,,,
,,,11,ka_0135_11.02.grating.OR.mat,control,,1,,,,,,,,
,,,12,ka_0135_11.03.grating.CO.mat,control,,1,,,,,"quit exp., insufficient data",,,
,,,13,ka_0135_11.04.grating.CO.mat,control,,1,,,,,"quit exp., insufficient data",,,
,,,14,ka_0135_11.05.grating.XPos.mat,,,1,,,,,,,,
,,,15,ka_0135_11.05.grating.YPos.mat,,,1,,,,,,,,
,,,16,ka_0135_11.06.grating.ORxM.mat,control,,1,,,,,,,,
,,,17,ka_0135_11.09.grating.SF.mat,control,,1,,,,,,,,
,,,18,ka_0135_11.10.grating.CO.mat,control,,1,,,,,,,,
,,,20,ka_0135_11.14.grating.ORxM.mat,control,,1,,,,,,,,
,,,21,ka_0135_11.17.grating.SF.mat,control,,1,,,,,,,,
,,,22,ka_0135_11.18.grating.CO.mat,control,,1,,,,,,,,
,,,23,ka_0135_11.19.grating.CO.mat,control,,1,,,,,,,,
,,,24,ka_0135_11.20.grating.CO.mat,NaCl_10nA,0,1,,,,,,,,
,,,25,ka_0135_11.21.grating.CO.mat,control,,1,,,,,,,,
,,,26,ka_0135_11.23.grating.CO.mat,5HT_10nA,-0.3,1,,,,,,,,
09.06.2016,"0,-4",136,1,ka_0136_10.49.grating.XPos.mat,,,"c1=2,c2=2",,,yes,50 um on NaCl side,monkey got free juice while he performed he fixation task - pump was running during the exp.,,,
,,,2,ka_0136_10.50.grating.YPos.mat,,,c1=3,,,,,,,,
,,,3,ka_0136_10.51.grating.ORxM.mat,,,"c1=4,c2=4",,,,,,,,
,,,4,ka_0136_10.59.grating.ORxM.mat,,,"c1=3.5,c2=3.5",,,,,,,,
,,,5,ka_0136_11.02.grating.CO.mat,control,,c1=2.5,,,,,,,,
,,,6,ka_0136_11.03.grating.CO.mat,NaCl_5nA,-0.2,c1=3,,,,,,,,
,,,7,ka_0136_11.04.grating.CO.mat,control,,c1=3,,,,,,,,
,,137,1,ka_0137_11.44.grating.XPos.mat,,,1,,,yes,50 um on NaCl side,,,,
,,,2,ka_0137_11.44.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0137_11.45.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0137_11.48.grating.SF.mat,,,1,,,,,,,,
,,,5,ka_0137_11.49.grating.CO.mat,control,,1,,,,,,,,
,,,6,ka_0137_11.50.grating.CO.mat,5HT_5nA,0,1,,,,,,,,
,,,7,ka_0137_11.51.grating.CO.mat,control,,1,,,,,,,,
,,,8,ka_0137_11.52.grating.CO.mat,NaCl_5nA,0,1,,,,,,,,
,,138,2,ka_0137_13.19.grating.XPos.mat,,,4,,,yes,50 um on NaCl side,,,,
,,,3,ka_0138_13.21.grating.ORxM.mat,,,2.5,,,,,,,,
,,139,1,ka_0139_13.41.grating.ORxM.mat,,,3.5,,,yes,50 um on NaCl side,,,,
09.08.2016,"-1,-1",140,2,ka_0140_15.01.grating.XPos.mat,,,3,,,no,,,,,
,,,3,ka_0140_15.02.grating.YPos.mat,,,3,,,,,,,,
,,,5,ka_0140_15.05.grating.ORxM.mat,,,2,,,,,,,,
,,,6,ka_0140_15.08.grating.SF.mat,,,3,,,,,,,,
,,,7,ka_0140_15.09.grating.CO.mat,control,,2,,,,,,,,
,,,8,ka_0140_15.10.grating.CO.mat,control,,2.5,,,,,,,,
,,,9,ka_0140_15.11.grating.CO.mat,NaCl_10nA,0.1,2,,,,,,,,
,,,10,ka_0140_15.12.grating.CO.mat,control,,2,,,,,,,,
,,,11,ka_0140_15.13.grating.CO.mat,5HT_10nA,0.1,2,,,,,,,,
,,,12,ka_0140_15.14.grating.CO.mat,control,,2,,,,,,,,
,,,13,ka_0140_15.16.grating.ORxRC.mat,control,,2.5,,,,,,,,
,,,14,ka_0140_15.22.grating.ORxRC.mat,5HT_10nA,0.1,2.5,,,,,,,,
,,141,2,a_0141_15.33.grating.XPos.mat,,,1,,,no,,,,,
,,,3,ka_0141_15.34.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0141_15.35.grating.ORxM.mat,,,1.5,,,,,,,,
,,,5,ka_0141_15.38.grating.CO.mat,control,,1,,,,,,,,
,,,6,ka_0141_15.39.grating.CO.mat,NaCl_10nA,0.1,2,,,,,,,,
,,,7,ka_0141_15.40.grating.CO.mat,control,,2,,,,,same unit as 0140,,,
,,,8,ka_0141_15.41.grating.CO.mat,5HT_10nA,0.1,2,,,,,,,,
,,,9,ka_0141_15.42.grating.CO.mat,control,,2,,,,,,,,
,,,10,ka_0141_15.44.grating.ORxRC.mat,control,,1,,,,,,,,
,,,11,ka_0141_15.50.grating.ORxRC.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,13,ka_0141_16.00.grating.XPos.mat,,,1,,,,,,,,
,,,14,ka_0141_16.00.grating.YPos.mat,,,1,,,,,,,,
,,,15,ka_0141_16.01.grating.YPos.mat,,,1,,,,,,,,
,,,17,ka_0141_16.03.grating.SZ.mat,control,,2,,,,,,,,
,,,18,ka_0141_16.05.grating.SZ.mat,control,,2,,,,,,,,
,,,19,ka_0141_16.07.grating.SZ.mat,5HT_10nA,0.1,2,,,,,,,,
,,,21,ka_0141_16.14.grating.SZ.mat,control,,2,,,,,,,,
09.10.2016,"2,+2",142,3,ka_0142_15.58.grating.XPos.mat,,,2,,,no,,,,,
,,,4,ka_0142_15.59.grating.YPos.mat,,,2,,,,,,,,
,,,5,ka_0142_16.00.grating.ORxM.mat,,,3,,,,,,,,
,,,6,ka_0142_16.03.grating.CO.mat,control,,2,,,,,,,,
,,,7,ka_0142_16.04.grating.CO.mat,NaCl_10nA,0.1,2,,,,,,,,
,,,8,ka_0142_16.05.grating.CO.mat,control,,2.5,,,,,,,,
,,,9,ka_0142_16.06.grating.CO.mat,5HT_20nA,0.3,2,,,,,,,,
,,,11,ka_0142_16.08.grating.CO.mat,control,,2,,,,,,,,
,,,12,ka_0142_16.09.grating.CO.mat,control,,2,,,,,,,,
,,,13,ka_0142_16.10.grating.CO.mat,5HT_30nA,0.6,2,,,,,,,,
,,,14,ka_0142_16.12.grating.CO.mat,control,,2,,,,,,,,
,,,15,ka_0142_16.13.grating.CO.mat,5HT_50nA,1.1,2,,,,,,,,
,,143,2,ka_0143_16.25.grating.XPos.mat,,,2,,,no,,,,,
,,,3,ka_0143_16.26.grating.YPos.mat,,,2,,,,,,,,
09.11.2016,"-3, -1",144,1,ka_0144_13.16.grating.XPos.mat,,,1,,,yes,"NaCl side, 100um",,,,
,,,2,ka_0144_13.17.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0144_13.18.grating.ORxM.mat,,,"c1=3,c2=3",,,,,,,,
,,145,1,ka_0145_13.24.grating.XPos.mat,,,1,,,yes,"NaCl side, 100um",,,,
,,,2,ka_0145_13.24.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0145_13.25.grating.ORxM.mat,,,"c1=2,c2=2",,,,,,,,
,,,4,ka_0145_13.27.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0145_13.29.grating.SF.mat,,,1,,,,,,,,
,,,6,ka_0145_13.30.grating.SF.mat,,,1,,,,,,,,
,,,7,ka_0145_13.31.grating.CO.mat,,,1,,,,,,,,
,,146,2,ka_0146_13.46.grating.XPos.mat,,,1,,,yes,"NaCl side, 100um",,,,
,,,3,ka_0146_13.46.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0146_13.47.grating.ORxM.mat,,,1.5,,,,,,,,
,,147,2,ka_0147_14.39.grating.XPos.mat,,,4,,,yes,"NaCl side, 100um",,,,
,,,3,ka_0147_14.40.grating.YPos.mat,,,5,,,,,,,,
,,,4,ka_0147_14.42.grating.ORxM.mat,,,2,,,,,,,,
,,148,2,ka_0148_15.18.grating.XPos.mat,,,2,,,yes,"NaCl side, 100um",,,,
,,,3,ka_0148_15.18.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0148_15.19.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0148_15.22.grating.CO.mat,control,,1,,,,,,,,
,,,7,ka_0148_15.24.grating.CO.mat,control,,1,,,,,,,,
,,,8,ka_0148_15.25.grating.CO.mat,NaCl_15nA,-0.3,1,,,,,,,,
,,,9,ka_0148_15.26.grating.CO.mat,control,,1,,,,,,,,
,,,10,ka_0148_15.27.grating.CO.mat,5HT_15nA,0.1,1,,,,,,,,
,,,11,ka_0148_15.28.grating.CO.mat,control,,1,,,,,,,,
,,,12,ka_0148_15.29.grating.CO.mat,control,,1,,,,,,,,
,,,13,ka_0148_15.31.grating.ORxRC.mat,control,,2,,,,,,,,
,,,14,ka_0148_15.38.grating.CO.mat,control,,1,,,,,,,,
,,,15,ka_0148_15.42.grating.SZ.mat,control,,1,,,,,,,,
,,,16,ka_0148_15.43.grating.SZ.mat,NaCl_20nA,-0.2,2.5,,,,,,,,
,,,17,ka_0148_15.45.grating.SZ.mat,control,,2,,11-end,,,,,,
,,,18,ka_0148_15.47.grating.SZ.mat,5HT_20nA,0.2,2,,,,,,,,
,,,19,ka_0148_15.50.grating.SZ.mat,control,,2,,,,,,,,
,,,20,ka_0148_15.52.grating.SZ.mat,control,,2,,,,,,,,
,,,22,ka_0148_15.55.grating.OR.mat,control,,2,,,,,,,,
09/13/16,"2,-5",149,1,ka_0149_11.53.grating.XPos.mat,,,1,,,NO,,,,,
,,,2,ka_0149_11.54.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0149_11.55.grating.ORxM.mat,,,"c1=3,c2=3",,,,,,,,
,,,4,ka_0149_11.59.grating.CO.mat,,,1,,,,,,,,
,,,6,ka_0149_12.00.grating.CO.mat,control,,1,,,,,,,,
,,,7,ka_0149_12.02.grating.CO.mat,NaCl_10nA,-0.2,1,,,,,,,,
,,,8,ka_0149_12.04.grating.CO.mat,control,,1,,,,,,,,
,,,9,ka_0149_12.06.grating.CO.mat,control,,1,,,,,,,,
,,,10,ka_0149_12.07.grating.CO.mat,5HT_20nA,0.1,1,,,,,,,,
,,,11,ka_0149_12.08.grating.CO.mat,control,,1,,,,,,,,
,,,12,ka_0149_12.09.grating.CO.mat,5HT_30nA,0.4,1,,,,,,,,
,,,13,ka_0149_12.11.grating.CO.mat,control,,1,,,,,,,,
,,,14,ka_0149_12.12.grating.CO.mat,5HT_50nA,0.8,1,,,,,,,,
,,,15,ka_0149_12.13.grating.CO.mat,control,,1,,,,,,,,
,,,16,ka_0149_12.15.grating.SZ.mat,control,,2,,,,,,,,
,,,17,ka_0149_12.19.grating.SZ.mat,control,,2,,,,,,,,
,,,18,ka_0149_12.20.grating.SZ.mat,NaCl_10nA,-0.2,2,,,,,,,,
,,,19,ka_0149_12.23.grating.SZ.mat,control,,2,,,,,,,,
,,150,2,ka_0150_12.43.grating.XPos.mat,,,1,,,No,,,,,
,,,3,ka_0150_12.43.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0150_12.44.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0150_12.47.grating.CO.mat,control,,1,,,,,,,,
,,,6,ka_0150_12.48.grating.CO.mat,NaCl_10nA,0,1,,,,,,,,
,,,7,ka_0150_12.49.grating.CO.mat,control,,1,,,,,,,,
,,,8,ka_0150_12.50.grating.CO.mat,5HT_10nA,0,1,,,,,,,,
,,,9,ka_0150_12.51.grating.CO.mat,control,,1,,,,,,,,
,,,10,ka_0150_12.52.grating.CO.mat,5HT_20nA,0.1,1,,,,,,,,
,,,11,ka_0150_12.54.grating.CO.mat,control,,1,,,,,,,,
,,,12,ka_0150_12.56.grating.SZ.mat,control,,2,,,,,,,,
,,,13,ka_0150_12.58.grating.SZ.mat,control,,1,,,,,,,,
,,,14,ka_0150_13.00.grating.SZ.mat,control,,1,,,,,,,,
,,,15,ka_0150_13.02.grating.SZ.mat,control,,1,,,,,,,,
,,,16,ka_0150_13.04.grating.SZ.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,17,ka_0150_13.05.grating.SZ.mat,control,,1,,,,,,,,
,,,18,ka_0150_13.08.grating.OR.mat,control,,1,,,,,,,,
,,,19,ka_0150_13.09.grating.ORxRC.mat,control,,1,,,,,,,,
,,,20,ka_0150_13.15.grating.ORxRC.mat,control,,2,,,,,,,,
,,,22,ka_0150_13.20.grating.ORxRC.mat,NaCl_15nA,0,2,,,,,,,,
,,,23,ka_0150_13.25.grating.ORxRC.mat,control,,2,,,,,,,,
,,,24,ka_0150_13.29.grating.ORxRC.mat,NaCl_15nA,0,2,,,,,,,,
09/15/16,"0,+1",151,1,ka_0151_14.49.grating.XPos.mat,,,2,,,Yes, 30 um 5HT,,,,,
,,,2,ka_0151_14.49.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0151_14.50.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0151_14.53.grating.CO.mat,control,,2,,,,,,,,
,,,5,ka_0151_14.55.grating.CO.mat,NaCl_10nA,0,2,,,,,,,,
,,,6,ka_0151_14.56.grating.CO.mat,control,,2,,,,,,,,
,,,7,ka_0151_14.58.grating.SZ.mat,control,,2,,,,,,,,
,,,8,ka_0151_14.59.grating.SZ.mat,control,,2,,,,,,,,
,,,9,ka_0151_15.05.grating.SZ.mat,control,,2,,,,,,,,
,,,10,ka_0151_15.07.grating.SZ.mat,NaCl_10nA,0,2,,,,,,,,
,,,11,ka_0151_15.08.grating.SZ.mat,control,,2,,,,,,,,
,,,12,ka_0151_15.11.grating.XPos.mat,,,1,,,,,,,,
,,,13,ka_0151_15.12.grating.YPos.mat,,,1,,,,,,,,
,,,14,ka_0151_15.13.grating.ORxM.mat,,,2,,,,,,,,
,,,15,ka_0151_15.16.grating.CO.mat,control,,2,,,,,,,,
,,,16,ka_0151_15.17.grating.CO.mat,NaCl_10nA,0,2,,,,,,,,
,,,17,ka_0151_15.18.grating.CO.mat,control,,2,,,,,,,,
,,152,1,ka_0152_15.25.grating.XPos.mat,,,1,,,Yes, 30 um 5HT,,,,,
,,,2,ka_0152_15.26.grating.ORxM.mat,,,1.5,,,,,,,,
,,,3,ka_0152_15.26.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0152_15.29.grating.CO.mat,control,,1,,,,,,,,
,,,5,ka_0152_15.30.grating.CO.mat,NaCl_10nA,,1,,,,,,,,
,,,6,ka_0152_15.31.grating.CO.mat,control,,1,,,,,,,,
,,,7,ka_0152_15.33.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,8,ka_0152_15.39.grating.ORxRC.mat,NaCl_10nA,,3,,,,,,,,
09/16/16,"-2,-1",153,1,ka_0153_14.48.grating.XPos.mat,,,2,,,No,,,,,
,,,2,ka_0153_14.49.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0153_14.50.grating.ORxM.mat,,,"c1=2,c2=2",,,,,,,,
,,,4,ka_0153_14.53.grating.SF.mat,,,1,,,,,,,,
,,,5,ka_0153_14.54.grating.CO.mat,control,,1,,,,,,,,
,,,6,ka_0153_14.55.grating.CO.mat,NaCl_10nA,-0.2,2,,,,,,,,
,,,7,ka_0153_14.56.grating.CO.mat,control,,2,,,,,,,,
,,,8,ka_0153_14.57.grating.SZ.mat,,,3,,,,,,,,
,,,9,ka_0153_14.59.grating.SZ.mat,,,4,,,,,,,,
,,154,1,ka_0154_17.31.grating.XPos.mat,,,1,,,No,,,,,
,,,2,ka_0154_17.32.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0154_17.32.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0154_17.36.grating.SF.mat,,,2,,,,,,,,
09/20/16,"2,-2",155,1,ka_0155_11.59.grating.XPos.mat,,,2,,,Yes, 20 um NaCl,,,,,
,,,2,ka_0155_12.00.grating.YPos.mat,,,2,,,,,,,,
10.04.2016,"5,+3",156,1,ka_0156_10.38.grating.XPos.mat,,,3,,,no,,,,,
,,,2,ka_0156_10.38.grating.YPos.mat,,,3,,,,,,,,
,,,3,ka_0156_10.39.grating.ORxM.mat,,,3.5,,,,,,,,
,,,4,ka_0156_10.42.grating.SZ.mat,control,,4,,,,,,,,
,,,5,ka_0156_10.43.grating.SZ.mat,NaCl_10nA,0.1,4,,,,,,,,
,,,6,ka_0156_10.45.grating.SZ.mat,control,,4,,,,,,,,
,,,7,ka_0156_10.54.grating.SZ.mat,control,,4,,,,,,,,
,,,8,ka_0156_10.55.grating.SZ.mat,5HT_10nA,,4,,,,,,,,
,,,9,ka_0156_10.57.grating.SZ.mat,control,,4,,,,,,,,
,,157,1,ka_0157_11.04.grating.XPos.mat,,,4.5,,,no,,,,,
,,,2,ka_0157_11.05.grating.YPos.mat,,,4,,,,,,,,
,,,3,ka_0157_11.06.grating.ORxM.mat,,,3.5,,,,,,,,
,,,4,ka_0157_11.09.grating.SZ.mat,control,,3.5,,,,,,,,
,,,5,ka_0157_11.10.grating.SZ.mat,control,,3.5,,,,,,,,
,,,6,ka_0157_11.12.grating.SZ.mat,5HT_15nA,,3,,,,,,,,
,,,7,ka_0157_11.13.grating.SZ.mat,control,,3,,,,,,,,
,,158,1,ka_0158_11.22.grating.XPos.mat,,,3,,,no,,,,,
,,159,2,ka_0159_12.22.grating.XPos.mat,,,3,,,no,,,,,
,,,3,ka_0159_12.23.grating.YPos.mat,,,2.5,,,,,,,,
,,,4,ka_0159_12.23.grating.ORxM.mat,,,4,,,,,,,,
